,pokemon_name,skill_name
98,ニャローテ,ねごと
99,ニャローテ,タネばくだん
100,ニャローテ,くさむすび
101,ニャローテ,ねむる
102,ニャローテ,ちょうはつ
103,ニャローテ,みがわり
104,ニャローテ,ギガドレイン
105,ニャローテ,エナジーボール
106,ニャローテ,じゃれつく
107,ニャローテ,てだすけ
108,ニャローテ,グラスフィールド
109,ニャローテ,わるだくみ
110,ニャローテ,くさのちかい
111,ニャローテ,リーフストーム
112,ニャローテ,ソーラービーム
113,ニャローテ,テラバースト
114,ニャローテ,まねっこ
115,ニャローテ,やどりぎのタネ
116,ニャローテ,はなふぶき
117,ニャローテ,サイドチェンジ
118,ニャローテ,ふいうち
119,マスカーニャ,ひっかく
120,マスカーニャ,マジカルリーフ
121,マスカーニャ,かげぶんしん
122,マスカーニャ,トリック
123,マスカーニャ,なやみのタネ
124,マスカーニャ,つめとぎ
125,マスカーニャ,きりさく
126,マスカーニャ,しっぽをふる
127,マスカーニャ,とんぼがえり
128,マスカーニャ,タネばくだん
129,マスカーニャ,でんこうせっか
130,マスカーニャ,かみつく
131,マスカーニャ,このは
132,マスカーニャ,トリックフラワー
133,マスカーニャ,つじぎり
134,マスカーニャ,エナジーボール
135,マスカーニャ,じゃれつく
136,マスカーニャ,はたきおとす
137,マスカーニャ,グラスフィールド
138,マスカーニャ,リーフストーム
139,マスカーニャ,とっしん
140,マスカーニャ,あまえる
141,マスカーニャ,うそなき
142,マスカーニャ,こうそくいどう
143,マスカーニャ,どろかけ
144,マスカーニャ,まもる
145,マスカーニャ,けたぐり
146,マスカーニャ,アクロバット
147,マスカーニャ,どろぼう
148,マスカーニャ,チャームボイス
149,マスカーニャ,くさわけ
150,マスカーニャ,ひやみず
151,マスカーニャ,からげんき
152,マスカーニャ,つばめがえし
153,マスカーニャ,スピードスター
154,マスカーニャ,マジカルリーフ
155,マスカーニャ,ローキック
156,マスカーニャ,なげつける
157,マスカーニャ,こらえる
158,マスカーニャ,タネマシンガン
159,マスカーニャ,かわらわり
160,マスカーニャ,とんぼがえり
161,マスカーニャ,シャドークロー
162,マスカーニャ,イカサマ
163,マスカーニャ,かみなりパンチ
164,マスカーニャ,ねごと
165,マスカーニャ,タネばくだん
166,マスカーニャ,くさむすび
167,マスカーニャ,ねむる
168,マスカーニャ,ちょうはつ
169,マスカーニャ,まきびし
170,マスカーニャ,どくびし
171,マスカーニャ,あくのはどう
172,マスカーニャ,スキルスワップ
173,マスカーニャ,パワージェム
174,マスカーニャ,みがわり
175,マスカーニャ,トリック
176,マスカーニャ,ギガドレイン
177,マスカーニャ,はどうだん
178,マスカーニャ,シャドーボール
179,マスカーニャ,エナジーボール
180,マスカーニャ,じゃれつく
181,マスカーニャ,てだすけ
182,マスカーニャ,かふんだんご
183,マスカーニャ,グラスフィールド
184,マスカーニャ,わるだくみ
185,マスカーニャ,くさのちかい
186,マスカーニャ,ギガインパクト
187,マスカーニャ,ハードプラント
188,マスカーニャ,リーフストーム
189,マスカーニャ,トリックルーム
190,マスカーニャ,はかいこうせん
191,マスカーニャ,ソーラービーム
192,マスカーニャ,テラバースト
193,マスカーニャ,まねっこ
194,マスカーニャ,やどりぎのタネ
195,マスカーニャ,はなふぶき
196,マスカーニャ,サイドチェンジ
197,マスカーニャ,ふいうち
198,ホゲータ,たいあたり
199,ホゲータ,にらみつける
200,ホゲータ,ひのこ
201,ホゲータ,りんしょう
202,ホゲータ,かみつく
203,ホゲータ,やきつくす
204,ホゲータ,あくび
205,ホゲータ,バークアウト
206,ホゲータ,ほえる
207,ホゲータ,かえんほうしゃ
208,ホゲータ,ハイパーボイス
209,ホゲータ,だいもんじ
210,ホゲータ,したでなめる
211,ホゲータ,おにび
212,ホゲータ,うたう
213,ホゲータ,こわいかお
214,ホゲータ,フレアソング
215,ホゲータ,シャドーボール
216,ホゲータ,たたりめ
217,ホゲータ,オーバーヒート
218,ホゲータ,とっしん
219,ホゲータ,どろかけ
220,ホゲータ,まもる
221,ホゲータ,ほのおのキバ
222,ホゲータ,かみなりのキバ
223,ホゲータ,チャームボイス
224,ホゲータ,ほのおのうず
225,ホゲータ,からげんき
226,ホゲータ,バークアウト
227,ホゲータ,ニトロチャージ
228,ホゲータ,こらえる
229,ホゲータ,にほんばれ
230,ホゲータ,しねんのずつき
231,ホゲータ,のしかかり
232,ホゲータ,ねごと
233,ホゲータ,タネばくだん
234,ホゲータ,じだんだ
235,ホゲータ,ねむる
236,ホゲータ,みがわり
237,ホゲータ,おにび
238,ホゲータ,かみくだく
239,ホゲータ,ハイパーボイス
240,ホゲータ,ねっぷう
241,ホゲータ,アンコール
242,ホゲータ,かえんほうしゃ
243,ホゲータ,てだすけ
244,ホゲータ,だいもんじ
245,ホゲータ,ほのおのちかい
246,ホゲータ,げきりん
247,ホゲータ,オーバーヒート
248,ホゲータ,フレアドライブ
249,ホゲータ,テラバースト
250,ホゲータ,なまける
251,ホゲータ,アンコール
252,ホゲータ,ゲップ
253,ホゲータ,のろい
254,アチゲータ,りんしょう
255,アチゲータ,ひのこ
256,アチゲータ,あくび
257,アチゲータ,にらみつける
258,アチゲータ,かみつく
259,アチゲータ,たいあたり
260,アチゲータ,したでなめる
261,アチゲータ,やきつくす
262,アチゲータ,バークアウト
263,アチゲータ,ほえる
264,アチゲータ,かえんほうしゃ
265,アチゲータ,ハイパーボイス
266,アチゲータ,おにび
267,アチゲータ,だいもんじ
268,アチゲータ,こわいかお
269,アチゲータ,うたう
270,アチゲータ,フレアソング
271,アチゲータ,シャドーボール
272,アチゲータ,たたりめ
273,アチゲータ,オーバーヒート
274,アチゲータ,とっしん
275,アチゲータ,どろかけ
276,アチゲータ,まもる
277,アチゲータ,ほのおのキバ
278,アチゲータ,かみなりのキバ
279,アチゲータ,チャームボイス
280,アチゲータ,ほのおのうず
281,アチゲータ,からげんき
282,アチゲータ,バークアウト
283,アチゲータ,ニトロチャージ
284,アチゲータ,こらえる
285,アチゲータ,にほんばれ
286,アチゲータ,あなをほる
287,アチゲータ,しねんのずつき
288,アチゲータ,のしかかり
289,アチゲータ,ねごと
290,アチゲータ,タネばくだん
291,アチゲータ,じだんだ
292,アチゲータ,ねむる
293,アチゲータ,みがわり
294,アチゲータ,おにび
295,アチゲータ,かみくだく
296,アチゲータ,ハイパーボイス
297,アチゲータ,ねっぷう
298,アチゲータ,かえんほうしゃ
299,アチゲータ,てだすけ
300,アチゲータ,だいもんじ
301,アチゲータ,ほのおのちかい
302,アチゲータ,げきりん
303,アチゲータ,オーバーヒート
304,アチゲータ,フレアドライブ
305,アチゲータ,テラバースト
306,アチゲータ,なまける
307,アチゲータ,アンコール
308,アチゲータ,ゲップ
309,アチゲータ,のろい
310,ラウドボーン,こわいかお
311,ラウドボーン,ほえる
312,ラウドボーン,うたう
313,ラウドボーン,にらみつける
314,ラウドボーン,したでなめる
315,ラウドボーン,たいあたり
316,ラウドボーン,かえんほうしゃ
317,ラウドボーン,りんしょう
318,ラウドボーン,ひのこ
319,ラウドボーン,フレアソング
320,ラウドボーン,シャドーボール
321,ラウドボーン,ハイパーボイス
322,ラウドボーン,おにび
323,ラウドボーン,たたりめ
324,ラウドボーン,だいもんじ
325,ラウドボーン,オーバーヒート
326,ラウドボーン,かみつく
327,ラウドボーン,やきつくす
328,ラウドボーン,あくび
329,ラウドボーン,バークアウト
330,ラウドボーン,とっしん
331,ラウドボーン,どろかけ
332,ラウドボーン,こわいかお
333,ラウドボーン,まもる
334,ラウドボーン,ほのおのキバ
335,ラウドボーン,かみなりのキバ
336,ラウドボーン,チャームボイス
337,ラウドボーン,ほのおのうず
338,ラウドボーン,からげんき
339,ラウドボーン,たたりめ
340,ラウドボーン,バークアウト
341,ラウドボーン,ニトロチャージ
342,ラウドボーン,ナイトヘッド
343,ラウドボーン,こらえる
344,ラウドボーン,にほんばれ
345,ラウドボーン,あなをほる
346,ラウドボーン,しねんのずつき
347,ラウドボーン,シャドークロー
348,ラウドボーン,のしかかり
349,ラウドボーン,ねごと
350,ラウドボーン,タネばくだん
351,ラウドボーン,じだんだ
352,ラウドボーン,ねむる
353,ラウドボーン,ふういん
354,ラウドボーン,みがわり
355,ラウドボーン,おにび
356,ラウドボーン,かみくだく
357,ラウドボーン,シャドーボール
358,ラウドボーン,ハイパーボイス
359,ラウドボーン,ねっぷう
360,ラウドボーン,アンコール
361,ラウドボーン,かえんほうしゃ
362,ラウドボーン,てだすけ
363,ラウドボーン,だいちのちから
364,ラウドボーン,だいもんじ
365,ラウドボーン,ほのおのちかい
366,ラウドボーン,じしん
367,ラウドボーン,ギガインパクト
368,ラウドボーン,ブラストバーン
369,ラウドボーン,げきりん
370,ラウドボーン,オーバーヒート
371,ラウドボーン,はかいこうせん
372,ラウドボーン,フレアドライブ
373,ラウドボーン,ソーラービーム
374,ラウドボーン,テラバースト
375,ラウドボーン,なまける
376,ラウドボーン,アンコール
377,ラウドボーン,ゲップ
378,ラウドボーン,のろい
379,クワッス,はたく
380,クワッス,なきごえ
381,クワッス,みずでっぽう
382,クワッス,ふるいたてる
383,クワッス,つばさでうつ
384,クワッス,アクアジェット
385,クワッス,ダブルアタック
386,クワッス,アクアカッター
387,クワッス,エアスラッシュ
388,クワッス,きあいだめ
389,クワッス,アクロバット
390,クワッス,アクアブレイク
391,クワッス,みずのはどう
392,クワッス,ローキック
393,クワッス,フェザーダンス
394,クワッス,カウンター
395,クワッス,アクアステップ
396,クワッス,メガトンキック
397,クワッス,インファイト
398,クワッス,ウェーブタックル
399,クワッス,とっしん
400,クワッス,まもる
401,クワッス,けたぐり
402,クワッス,アクロバット
403,クワッス,チャームボイス
404,クワッス,ひやみず
405,クワッス,からげんき
406,クワッス,つばめがえし
407,クワッス,スピードスター
408,クワッス,エアカッター
409,クワッス,こらえる
410,クワッス,あまごい
411,クワッス,エアスラッシュ
412,クワッス,ねむる
413,クワッス,アクアブレイク
414,クワッス,アンコール
415,クワッス,なみのり
416,クワッス,てだすけ
417,クワッス,バトンタッチ
418,クワッス,ミストフィールド
419,クワッス,ハイドロポンプ
420,クワッス,みずのちかい
421,クワッス,ブレイブバード
422,クワッス,テラバースト
423,クワッス,こうそくスピン
424,クワッス,とっておき
425,クワッス,みきり
426,クワッス,はねやすめ
427,ウェルカモ,ダブルアタック
428,ウェルカモ,つばさでうつ
429,ウェルカモ,アクアジェット
430,ウェルカモ,はたく
431,ウェルカモ,みずでっぽう
432,ウェルカモ,ふるいたてる
433,ウェルカモ,なきごえ
434,ウェルカモ,みずのはどう
435,ウェルカモ,ローキック
436,ウェルカモ,アクアカッター
437,ウェルカモ,エアスラッシュ
438,ウェルカモ,きあいだめ
439,ウェルカモ,アクロバット
440,ウェルカモ,アクアブレイク
441,ウェルカモ,フェザーダンス
442,ウェルカモ,カウンター
443,ウェルカモ,アクアステップ
444,ウェルカモ,メガトンキック
445,ウェルカモ,インファイト
446,ウェルカモ,ウェーブタックル
447,ウェルカモ,とっしん
448,ウェルカモ,まもる
449,ウェルカモ,みずのはどう
450,ウェルカモ,けたぐり
451,ウェルカモ,アクロバット
452,ウェルカモ,チャームボイス
453,ウェルカモ,ひやみず
454,ウェルカモ,からげんき
455,ウェルカモ,つばめがえし
456,ウェルカモ,スピードスター
457,ウェルカモ,ローキック
458,ウェルカモ,エアカッター
459,ウェルカモ,こらえる
460,ウェルカモ,あまごい
461,ウェルカモ,エアスラッシュ
462,ウェルカモ,ねむる
463,ウェルカモ,アクアブレイク
464,ウェルカモ,アンコール
465,ウェルカモ,なみのり
466,ウェルカモ,てだすけ
467,ウェルカモ,バトンタッチ
468,ウェルカモ,ミストフィールド
469,ウェルカモ,ハイドロポンプ
470,ウェルカモ,みずのちかい
471,ウェルカモ,ブレイブバード
472,ウェルカモ,テラバースト
473,ウェルカモ,こうそくスピン
474,ウェルカモ,とっておき
475,ウェルカモ,みきり
476,ウェルカモ,はねやすめ
477,ウェーニバル,ふるいたてる
478,ウェーニバル,ダブルアタック
479,ウェーニバル,なきごえ
480,ウェーニバル,つばさでうつ
481,ウェーニバル,アクアジェット
482,ウェーニバル,はたく
483,ウェーニバル,カウンター
484,ウェーニバル,エアスラッシュ
485,ウェーニバル,みずのはどう
486,ウェーニバル,みずでっぽう
487,ウェーニバル,アクアカッター
488,ウェーニバル,きあいだめ
489,ウェーニバル,ローキック
490,ウェーニバル,アクアステップ
491,ウェーニバル,メガトンキック
492,ウェーニバル,アクロバット
493,ウェーニバル,アクアブレイク
494,ウェーニバル,フェザーダンス
495,ウェーニバル,インファイト
496,ウェーニバル,ウェーブタックル
497,ウェーニバル,とっしん
498,ウェーニバル,こうそくいどう
499,ウェーニバル,まもる
500,ウェーニバル,みずのはどう
501,ウェーニバル,けたぐり
502,ウェーニバル,アクロバット
503,ウェーニバル,チャームボイス
504,ウェーニバル,ひやみず
505,ウェーニバル,からげんき
506,ウェーニバル,つばめがえし
507,ウェーニバル,スピードスター
508,ウェーニバル,こごえるかぜ
509,ウェーニバル,ローキック
510,ウェーニバル,エアカッター
511,ウェーニバル,なげつける
512,ウェーニバル,こらえる
513,ウェーニバル,あまごい
514,ウェーニバル,かわらわり
515,ウェーニバル,とんぼがえり
516,ウェーニバル,ビルドアップ
517,ウェーニバル,ねごと
518,ウェーニバル,ねむる
519,ウェーニバル,ちょうはつ
520,ウェーニバル,つるぎのまい
521,ウェーニバル,みがわり
522,ウェーニバル,アクアブレイク
523,ウェーニバル,アンコール
524,ウェーニバル,なみのり
525,ウェーニバル,アイススピナー
526,ウェーニバル,てだすけ
527,ウェーニバル,バトンタッチ
528,ウェーニバル,きしかいせい
529,ウェーニバル,ミストフィールド
530,ウェーニバル,ハイドロポンプ
531,ウェーニバル,みずのちかい
532,ウェーニバル,ギガインパクト
533,ウェーニバル,ハイドロカノン
534,ウェーニバル,ぼうふう
535,ウェーニバル,はかいこうせん
536,ウェーニバル,ブレイブバード
537,ウェーニバル,インファイト
538,ウェーニバル,テラバースト
539,ウェーニバル,こうそくスピン
540,ウェーニバル,とっておき
541,ウェーニバル,みきり
542,ウェーニバル,はねやすめ
543,グルトン,たいあたり
544,グルトン,しっぽをふる
545,グルトン,チャームボイス
546,グルトン,エコーボイス
547,グルトン,マッドショット
548,グルトン,ほしがる
549,グルトン,あなをほる
550,グルトン,ずつき
551,グルトン,あくび
552,グルトン,とっしん
553,グルトン,ふるいたてる
554,グルトン,さわぐ
555,グルトン,すてみタックル
556,グルトン,だいちのちから
557,グルトン,ゲップ
558,グルトン,とっしん
559,グルトン,どろかけ
560,グルトン,まもる
561,グルトン,どろぼう
562,グルトン,チャームボイス
563,グルトン,くさわけ
564,グルトン,ひやみず
565,グルトン,からげんき
566,グルトン,じならし
567,グルトン,マッドショット
568,グルトン,こらえる
569,グルトン,にほんばれ
570,グルトン,あまごい
571,グルトン,あなをほる
572,グルトン,タネマシンガン
573,グルトン,しねんのずつき
574,グルトン,のしかかり
575,グルトン,ねごと
576,グルトン,タネばくだん
577,グルトン,ねむる
578,グルトン,アイアンヘッド
579,グルトン,みがわり
580,グルトン,ハイパーボイス
581,グルトン,じゃれつく
582,グルトン,てだすけ
583,グルトン,テラバースト
584,グルトン,はきだす
585,グルトン,ほおばる
586,グルトン,たくわえる
587,グルトン,のみこむ
588,グルトン,がむしゃら
589,パフュートン,エコーボイス
590,パフュートン,チャームボイス
591,パフュートン,しっぽをふる
592,パフュートン,あなをほる
593,パフュートン,ほしがる
594,パフュートン,たいあたり
595,パフュートン,マッドショット
596,パフュートン,ずつき
597,パフュートン,とっしん
598,パフュートン,あくび
599,パフュートン,ふるいたてる
600,パフュートン,さわぐ
601,パフュートン,すてみタックル
602,パフュートン,だいちのちから
603,パフュートン,ゲップ
604,パフュートン,とっしん
605,パフュートン,どろかけ
606,パフュートン,まもる
607,パフュートン,どろぼう
608,パフュートン,チャームボイス
609,パフュートン,くさわけ
610,パフュートン,ひやみず
611,パフュートン,からげんき
612,パフュートン,じならし
613,パフュートン,マッドショット
614,パフュートン,こらえる
615,パフュートン,にほんばれ
616,パフュートン,あまごい
617,パフュートン,あなをほる
618,パフュートン,タネマシンガン
619,パフュートン,しねんのずつき
620,パフュートン,のしかかり
621,パフュートン,ねごと
622,パフュートン,タネばくだん
623,パフュートン,じだんだ
624,パフュートン,ねむる
625,パフュートン,ボディプレス
626,パフュートン,アイアンヘッド
627,パフュートン,みがわり
628,パフュートン,ハイパーボイス
629,パフュートン,エナジーボール
630,パフュートン,じゃれつく
631,パフュートン,てだすけ
632,パフュートン,だいちのちから
633,パフュートン,ギガインパクト
634,パフュートン,はかいこうせん
635,パフュートン,テラバースト
636,パフュートン,のみこむ
637,パフュートン,はきだす
638,パフュートン,ほおばる
639,パフュートン,がむしゃら
640,パフュートン,たくわえる
641,タマンチュラ,たいあたり
642,タマンチュラ,いとをはく
643,タマンチュラ,むしのていこう
644,タマンチュラ,ダメおし
645,タマンチュラ,フェイント
646,タマンチュラ,むしくい
647,タマンチュラ,とおせんぼう
648,タマンチュラ,カウンター
649,タマンチュラ,ずつき
650,タマンチュラ,ねばねばネット
651,タマンチュラ,いえき
652,タマンチュラ,ともえなげ
653,タマンチュラ,じごくづき
654,タマンチュラ,はいよるいちげき
655,タマンチュラ,スレッドトラップ
656,タマンチュラ,とっしん
657,タマンチュラ,まもる
658,タマンチュラ,むしのていこう
659,タマンチュラ,どろぼう
660,タマンチュラ,くさわけ
661,タマンチュラ,とびつく
662,タマンチュラ,からげんき
663,タマンチュラ,こらえる
664,タマンチュラ,にほんばれ
665,タマンチュラ,あまごい
666,タマンチュラ,タネマシンガン
667,タマンチュラ,みねうち
668,タマンチュラ,シャドークロー
669,タマンチュラ,のしかかり
670,タマンチュラ,ねごと
671,タマンチュラ,くさむすび
672,タマンチュラ,どくづき
673,タマンチュラ,ねむる
674,タマンチュラ,まきびし
675,タマンチュラ,どくびし
676,タマンチュラ,きゅうけつ
677,タマンチュラ,みがわり
678,タマンチュラ,シザークロス
679,タマンチュラ,むしのさざめき
680,タマンチュラ,テラバースト
681,タマンチュラ,とびかかる
682,タマンチュラ,であいがしら
683,タマンチュラ,ふいうち
684,タマンチュラ,おきみやげ
685,ワナイダー,スレッドトラップ
686,ワナイダー,とおせんぼう
687,ワナイダー,カウンター
688,ワナイダー,ずつき
689,ワナイダー,ねばねばネット
690,ワナイダー,いえき
691,ワナイダー,ともえなげ
692,ワナイダー,じごくづき
693,ワナイダー,はいよるいちげき
694,ワナイダー,たいあたり
695,ワナイダー,いとをはく
696,ワナイダー,むしのていこう
697,ワナイダー,ダメおし
698,ワナイダー,フェイント
699,ワナイダー,むしくい
700,ワナイダー,ギガドレイン
701,ワナイダー,とっしん
702,ワナイダー,こわいかお
703,ワナイダー,まもる
704,ワナイダー,けたぐり
705,ワナイダー,むしのていこう
706,ワナイダー,どろぼう
707,ワナイダー,くさわけ
708,ワナイダー,とびつく
709,ワナイダー,からげんき
710,ワナイダー,つばめがえし
711,ワナイダー,がんせきふうじ
712,ワナイダー,なげつける
713,ワナイダー,こらえる
714,ワナイダー,にほんばれ
715,ワナイダー,あまごい
716,ワナイダー,タネマシンガン
717,ワナイダー,みねうち
718,ワナイダー,かわらわり
719,ワナイダー,とんぼがえり
720,ワナイダー,シャドークロー
721,ワナイダー,のしかかり
722,ワナイダー,ねごと
723,ワナイダー,くさむすび
724,ワナイダー,どくづき
725,ワナイダー,ねむる
726,ワナイダー,ちょうはつ
727,ワナイダー,まきびし
728,ワナイダー,どくびし
729,ワナイダー,きゅうけつ
730,ワナイダー,みがわり
731,ワナイダー,シザークロス
732,ワナイダー,きしかいせい
733,ワナイダー,ギガインパクト
734,ワナイダー,むしのさざめき
735,ワナイダー,テラバースト
736,ワナイダー,であいがしら
737,ワナイダー,とびかかる
738,ワナイダー,おきみやげ
739,ワナイダー,ふいうち
740,マメバッタ,たいあたり
741,マメバッタ,にらみつける
742,マメバッタ,むしのていこう
743,マメバッタ,おどろかす
744,マメバッタ,ダメおし
745,マメバッタ,にどげり
746,マメバッタ,いやなおと
747,マメバッタ,こらえる
748,マメバッタ,むしくい
749,マメバッタ,フェイント
750,マメバッタ,こうそくいどう
751,マメバッタ,ふいうち
752,マメバッタ,であいがしら
753,マメバッタ,けたぐり
754,マメバッタ,みきり
755,マメバッタ,とびかかる
756,マメバッタ,じごくづき
757,マメバッタ,とびはねる
758,マメバッタ,かかとおとし
759,マメバッタ,とっしん
760,マメバッタ,こうそくいどう
761,マメバッタ,まもる
762,マメバッタ,むしのていこう
763,マメバッタ,どろぼう
764,マメバッタ,くさわけ
765,マメバッタ,とびつく
766,マメバッタ,からげんき
767,マメバッタ,こらえる
768,マメバッタ,にほんばれ
769,マメバッタ,あまごい
770,マメバッタ,とんぼがえり
771,マメバッタ,ねごと
772,マメバッタ,ねむる
773,マメバッタ,きゅうけつ
774,マメバッタ,みがわり
775,マメバッタ,シザークロス
776,マメバッタ,むしのさざめき
777,マメバッタ,テラバースト
778,マメバッタ,カウンター
779,マメバッタ,はいよるいちげき
780,エクスレッグ,こらえる
781,エクスレッグ,いやなおと
782,エクスレッグ,むしくい
783,エクスレッグ,みきり
784,エクスレッグ,にどげり
785,エクスレッグ,にらみつける
786,エクスレッグ,ダメおし
787,エクスレッグ,おどろかす
788,エクスレッグ,むしのていこう
789,エクスレッグ,けたぐり
790,エクスレッグ,たいあたり
791,エクスレッグ,とびかかる
792,エクスレッグ,フェイント
793,エクスレッグ,こうそくいどう
794,エクスレッグ,じごくづき
795,エクスレッグ,ふいうち
796,エクスレッグ,であいがしら
797,エクスレッグ,とびはねる
798,エクスレッグ,かかとおとし
799,エクスレッグ,とっしん
800,エクスレッグ,こうそくいどう
801,エクスレッグ,こわいかお
802,エクスレッグ,まもる
803,エクスレッグ,けたぐり
804,エクスレッグ,むしのていこう
805,エクスレッグ,どろぼう
806,エクスレッグ,くさわけ
807,エクスレッグ,とびつく
808,エクスレッグ,からげんき
809,エクスレッグ,つばめがえし
810,エクスレッグ,ローキック
811,エクスレッグ,なげつける
812,エクスレッグ,こらえる
813,エクスレッグ,にほんばれ
814,エクスレッグ,あまごい
815,エクスレッグ,かわらわり
816,エクスレッグ,とんぼがえり
817,エクスレッグ,ねごと
818,エクスレッグ,ねむる
819,エクスレッグ,ちょうはつ
820,エクスレッグ,つるぎのまい
821,エクスレッグ,あくのはどう
822,エクスレッグ,きゅうけつ
823,エクスレッグ,みがわり
824,エクスレッグ,シザークロス
825,エクスレッグ,きしかいせい
826,エクスレッグ,ギガインパクト
827,エクスレッグ,むしのさざめき
828,エクスレッグ,テラバースト
829,エクスレッグ,カウンター
830,エクスレッグ,はいよるいちげき
831,ハネッコ,はねる
832,ハネッコ,たいあたり
833,ハネッコ,しっぽをふる
834,ハネッコ,すいとる
835,ハネッコ,ようせいのかぜ
836,ハネッコ,どくのこな
837,ハネッコ,しびれごな
838,ハネッコ,ねむりごな
839,ハネッコ,タネマシンガン
840,ハネッコ,こうごうせい
841,ハネッコ,やどりぎのタネ
842,ハネッコ,メガドレイン
843,ハネッコ,アクロバット
844,ハネッコ,わたほうし
845,ハネッコ,とんぼがえり
846,ハネッコ,ギガドレイン
847,ハネッコ,とびはねる
848,ハネッコ,おきみやげ
849,ハネッコ,とっしん
850,ハネッコ,あまえる
851,ハネッコ,まもる
852,ハネッコ,アクロバット
853,ハネッコ,どろぼう
854,ハネッコ,くさわけ
855,ハネッコ,からげんき
856,ハネッコ,つばめがえし
857,ハネッコ,マジカルリーフ
858,ハネッコ,なげつける
859,ハネッコ,こらえる
860,ハネッコ,にほんばれ
861,ハネッコ,あまごい
862,ハネッコ,タネマシンガン
863,ハネッコ,とんぼがえり
864,ハネッコ,ねごと
865,ハネッコ,タネばくだん
866,ハネッコ,リフレクター
867,ハネッコ,ひかりのかべ
868,ハネッコ,マジカルシャイン
869,ハネッコ,くさむすび
870,ハネッコ,ねむる
871,ハネッコ,つるぎのまい
872,ハネッコ,みがわり
873,ハネッコ,ギガドレイン
874,ハネッコ,おいかぜ
875,ハネッコ,エナジーボール
876,ハネッコ,アンコール
877,ハネッコ,てだすけ
878,ハネッコ,かふんだんご
879,ハネッコ,バトンタッチ
880,ハネッコ,グラスフィールド
881,ハネッコ,リーフストーム
882,ハネッコ,ソーラービーム
883,ハネッコ,テラバースト
884,ハネッコ,アンコール
885,ハネッコ,グラスフィールド
886,ハネッコ,コットンガード
887,ハネッコ,なやみのタネ
888,ハネッコ,ちからをすいとる
889,ハネッコ,タネばくだん
890,ハネッコ,いかりのこな
891,ハネッコ,すりかえ
892,ポポッコ,やどりぎのタネ
893,ポポッコ,メガドレイン
894,ポポッコ,アクロバット
895,ポポッコ,わたほうし
896,ポポッコ,とんぼがえり
