,name,skill
98,ニャローテ,じゃれつく
99,ニャローテ,テラバースト
100,ニャローテ,くさわけ
101,ニャローテ,やどりぎのタネ
102,ニャローテ,まねっこ
103,ニャローテ,ふいうち
104,ニャローテ,サイドチェンジ
105,ニャローテ,はなふぶき
106,マスカーニャ,トリックフラワー
107,マスカーニャ,このは
108,マスカーニャ,ひっかく
109,マスカーニャ,しっぽをふる
110,マスカーニャ,かみつく
111,マスカーニャ,つめとぎ
112,マスカーニャ,マジカルリーフ
113,マスカーニャ,でんこうせっか
114,マスカーニャ,タネばくだん
115,マスカーニャ,とんぼがえり
116,マスカーニャ,なやみのタネ
117,マスカーニャ,きりさく
118,マスカーニャ,つじぎり
119,マスカーニャ,エナジーボール
120,マスカーニャ,じゃれつく
121,マスカーニャ,はたきおとす
122,マスカーニャ,グラスフィールド
123,マスカーニャ,リーフストーム
124,マスカーニャ,かみなりパンチ
125,マスカーニャ,とっしん
126,マスカーニャ,はかいこうせん
127,マスカーニャ,けたぐり
128,マスカーニャ,ソーラービーム
129,マスカーニャ,こうそくいどう
130,マスカーニャ,スピードスター
131,マスカーニャ,ねむる
132,マスカーニャ,みがわり
133,マスカーニャ,どろぼう
134,マスカーニャ,まもる
135,マスカーニャ,どろかけ
136,マスカーニャ,まきびし
137,マスカーニャ,ギガドレイン
138,マスカーニャ,こらえる
139,マスカーニャ,あまえる
140,マスカーニャ,ねごと
141,マスカーニャ,シャドーボール
142,マスカーニャ,からげんき
143,マスカーニャ,ちょうはつ
144,マスカーニャ,てだすけ
145,マスカーニャ,トリック
146,マスカーニャ,かわらわり
147,マスカーニャ,スキルスワップ
148,マスカーニャ,うそなき
149,マスカーニャ,タネマシンガン
150,マスカーニャ,つばめがえし
151,マスカーニャ,ハードプラント
152,マスカーニャ,マジカルリーフ
153,マスカーニャ,とんぼがえり
154,マスカーニャ,なげつける
155,マスカーニャ,どくびし
156,マスカーニャ,はどうだん
157,マスカーニャ,あくのはどう
158,マスカーニャ,タネばくだん
159,マスカーニャ,パワージェム
160,マスカーニャ,エナジーボール
161,マスカーニャ,ギガインパクト
162,マスカーニャ,わるだくみ
163,マスカーニャ,シャドークロー
164,マスカーニャ,トリックルーム
165,マスカーニャ,リーフストーム
166,マスカーニャ,くさむすび
167,マスカーニャ,ローキック
168,マスカーニャ,イカサマ
169,マスカーニャ,アクロバット
170,マスカーニャ,くさのちかい
171,マスカーニャ,チャームボイス
172,マスカーニャ,グラスフィールド
173,マスカーニャ,じゃれつく
174,マスカーニャ,かふんだんご
175,マスカーニャ,テラバースト
176,マスカーニャ,くさわけ
177,マスカーニャ,ひやみず
178,マスカーニャ,やどりぎのタネ
179,マスカーニャ,まねっこ
180,マスカーニャ,ふいうち
181,マスカーニャ,サイドチェンジ
182,マスカーニャ,はなふぶき
183,マスカーニャ,かげぶんしん
184,マスカーニャ,トリック
185,ホゲータ,たいあたり
186,ホゲータ,にらみつける
187,ホゲータ,ひのこ
188,ホゲータ,りんしょう
189,ホゲータ,かみつく
190,ホゲータ,やきつくす
191,ホゲータ,あくび
192,ホゲータ,バークアウト
193,ホゲータ,ほえる
194,ホゲータ,かえんほうしゃ
195,ホゲータ,ハイパーボイス
196,ホゲータ,だいもんじ
197,ホゲータ,のしかかり
198,ホゲータ,とっしん
199,ホゲータ,かえんほうしゃ
200,ホゲータ,ほのおのうず
201,ホゲータ,あなをほる
202,ホゲータ,だいもんじ
203,ホゲータ,ねむる
204,ホゲータ,みがわり
205,ホゲータ,まもる
206,ホゲータ,どろかけ
207,ホゲータ,げきりん
208,ホゲータ,こらえる
209,ホゲータ,ねごと
210,ホゲータ,アンコール
211,ホゲータ,にほんばれ
212,ホゲータ,かみくだく
213,ホゲータ,ねっぷう
214,ホゲータ,おにび
215,ホゲータ,からげんき
216,ホゲータ,てだすけ
217,ホゲータ,ハイパーボイス
218,ホゲータ,オーバーヒート
219,ホゲータ,フレアドライブ
220,ホゲータ,タネばくだん
221,ホゲータ,かみなりのキバ
222,ホゲータ,ほのおのキバ
223,ホゲータ,しねんのずつき
224,ホゲータ,ニトロチャージ
225,ホゲータ,ほのおのちかい
226,ホゲータ,バークアウト
227,ホゲータ,チャームボイス
228,ホゲータ,じだんだ
229,ホゲータ,テラバースト
230,ホゲータ,のろい
231,ホゲータ,アンコール
232,ホゲータ,なまける
233,ホゲータ,ゲップ
234,アチゲータ,たいあたり
235,アチゲータ,にらみつける
236,アチゲータ,ひのこ
237,アチゲータ,したでなめる
238,アチゲータ,りんしょう
239,アチゲータ,かみつく
240,アチゲータ,あくび
241,アチゲータ,やきつくす
242,アチゲータ,バークアウト
243,アチゲータ,ほえる
244,アチゲータ,かえんほうしゃ
245,アチゲータ,ハイパーボイス
246,アチゲータ,おにび
247,アチゲータ,だいもんじ
248,アチゲータ,のしかかり
249,アチゲータ,とっしん
250,アチゲータ,かえんほうしゃ
251,アチゲータ,ほのおのうず
252,アチゲータ,あなをほる
253,アチゲータ,だいもんじ
254,アチゲータ,ねむる
255,アチゲータ,みがわり
256,アチゲータ,まもる
257,アチゲータ,どろかけ
258,アチゲータ,げきりん
259,アチゲータ,こらえる
260,アチゲータ,ねごと
261,アチゲータ,にほんばれ
262,アチゲータ,かみくだく
263,アチゲータ,ねっぷう
264,アチゲータ,おにび
265,アチゲータ,からげんき
266,アチゲータ,てだすけ
267,アチゲータ,ハイパーボイス
268,アチゲータ,オーバーヒート
269,アチゲータ,フレアドライブ
270,アチゲータ,タネばくだん
271,アチゲータ,かみなりのキバ
272,アチゲータ,ほのおのキバ
273,アチゲータ,しねんのずつき
274,アチゲータ,ニトロチャージ
275,アチゲータ,ほのおのちかい
276,アチゲータ,バークアウト
277,アチゲータ,チャームボイス
278,アチゲータ,じだんだ
279,アチゲータ,テラバースト
280,アチゲータ,のろい
281,アチゲータ,アンコール
282,アチゲータ,なまける
283,アチゲータ,ゲップ
284,ラウドボーン,フレアソング
285,ラウドボーン,ひのこ
286,ラウドボーン,たいあたり
287,ラウドボーン,にらみつける
288,ラウドボーン,したでなめる
289,ラウドボーン,りんしょう
290,ラウドボーン,こわいかお
291,ラウドボーン,かみつく
292,ラウドボーン,やきつくす
293,ラウドボーン,バークアウト
294,ラウドボーン,ほえる
295,ラウドボーン,かえんほうしゃ
296,ラウドボーン,シャドーボール
297,ラウドボーン,ハイパーボイス
298,ラウドボーン,おにび
299,ラウドボーン,たたりめ
300,ラウドボーン,だいもんじ
301,ラウドボーン,オーバーヒート
302,ラウドボーン,のしかかり
303,ラウドボーン,とっしん
304,ラウドボーン,かえんほうしゃ
305,ラウドボーン,はかいこうせん
306,ラウドボーン,ソーラービーム
307,ラウドボーン,ほのおのうず
308,ラウドボーン,じしん
309,ラウドボーン,あなをほる
310,ラウドボーン,ナイトヘッド
311,ラウドボーン,だいもんじ
312,ラウドボーン,ねむる
313,ラウドボーン,みがわり
314,ラウドボーン,まもる
315,ラウドボーン,こわいかお
316,ラウドボーン,どろかけ
317,ラウドボーン,げきりん
318,ラウドボーン,こらえる
319,ラウドボーン,ねごと
320,ラウドボーン,アンコール
321,ラウドボーン,にほんばれ
322,ラウドボーン,かみくだく
323,ラウドボーン,シャドーボール
324,ラウドボーン,ねっぷう
325,ラウドボーン,おにび
326,ラウドボーン,からげんき
327,ラウドボーン,てだすけ
328,ラウドボーン,ふういん
329,ラウドボーン,ハイパーボイス
330,ラウドボーン,ブラストバーン
331,ラウドボーン,オーバーヒート
332,ラウドボーン,フレアドライブ
333,ラウドボーン,タネばくだん
334,ラウドボーン,だいちのちから
335,ラウドボーン,ギガインパクト
336,ラウドボーン,シャドークロー
337,ラウドボーン,かみなりのキバ
338,ラウドボーン,ほのおのキバ
339,ラウドボーン,しねんのずつき
340,ラウドボーン,ニトロチャージ
341,ラウドボーン,たたりめ
342,ラウドボーン,ほのおのちかい
343,ラウドボーン,バークアウト
344,ラウドボーン,チャームボイス
345,ラウドボーン,じだんだ
346,ラウドボーン,テラバースト
347,ラウドボーン,のろい
348,ラウドボーン,アンコール
349,ラウドボーン,なまける
350,ラウドボーン,ゲップ
351,ラウドボーン,うたう
352,クワッス,はたく
353,クワッス,なきごえ
354,クワッス,みずでっぽう
355,クワッス,ふるいたてる
356,クワッス,つばさでうつ
357,クワッス,アクアジェット
358,クワッス,ダブルアタック
359,クワッス,アクアカッター
360,クワッス,エアスラッシュ
361,クワッス,きあいだめ
362,クワッス,アクロバット
363,クワッス,アクアブレイク
364,クワッス,とっしん
365,クワッス,ハイドロポンプ
366,クワッス,なみのり
367,クワッス,けたぐり
368,クワッス,スピードスター
369,クワッス,ねむる
370,クワッス,まもる
371,クワッス,こらえる
372,クワッス,バトンタッチ
373,クワッス,アンコール
374,クワッス,あまごい
375,クワッス,からげんき
376,クワッス,てだすけ
377,クワッス,エアカッター
378,クワッス,つばめがえし
379,クワッス,エアスラッシュ
380,クワッス,ブレイブバード
381,クワッス,アクロバット
382,クワッス,みずのちかい
383,クワッス,チャームボイス
384,クワッス,ミストフィールド
385,クワッス,アクアブレイク
386,クワッス,テラバースト
387,クワッス,ひやみず
388,クワッス,みきり
389,クワッス,こうそくスピン
390,クワッス,はねやすめ
391,クワッス,とっておき
392,ウェルカモ,はたく
393,ウェルカモ,なきごえ
394,ウェルカモ,みずでっぽう
395,ウェルカモ,ダブルアタック
396,ウェルカモ,ふるいたてる
397,ウェルカモ,つばさでうつ
398,ウェルカモ,アクアジェット
399,ウェルカモ,みずのはどう
400,ウェルカモ,ローキック
401,ウェルカモ,アクアカッター
402,ウェルカモ,エアスラッシュ
403,ウェルカモ,きあいだめ
404,ウェルカモ,アクロバット
405,ウェルカモ,アクアブレイク
406,ウェルカモ,フェザーダンス
407,ウェルカモ,とっしん
408,ウェルカモ,ハイドロポンプ
409,ウェルカモ,なみのり
410,ウェルカモ,けたぐり
411,ウェルカモ,スピードスター
412,ウェルカモ,ねむる
413,ウェルカモ,まもる
414,ウェルカモ,こらえる
415,ウェルカモ,バトンタッチ
416,ウェルカモ,アンコール
417,ウェルカモ,あまごい
418,ウェルカモ,からげんき
419,ウェルカモ,てだすけ
420,ウェルカモ,エアカッター
421,ウェルカモ,つばめがえし
422,ウェルカモ,みずのはどう
423,ウェルカモ,エアスラッシュ
424,ウェルカモ,ブレイブバード
425,ウェルカモ,ローキック
426,ウェルカモ,アクロバット
427,ウェルカモ,みずのちかい
428,ウェルカモ,チャームボイス
429,ウェルカモ,ミストフィールド
430,ウェルカモ,アクアブレイク
431,ウェルカモ,テラバースト
432,ウェルカモ,ひやみず
433,ウェルカモ,みきり
434,ウェルカモ,こうそくスピン
435,ウェルカモ,はねやすめ
436,ウェルカモ,とっておき
437,ウェーニバル,アクアステップ
438,ウェーニバル,はたく
439,ウェーニバル,なきごえ
440,ウェーニバル,みずでっぽう
441,ウェーニバル,ダブルアタック
442,ウェーニバル,ふるいたてる
443,ウェーニバル,つばさでうつ
444,ウェーニバル,アクアジェット
445,ウェーニバル,ローキック
446,ウェーニバル,みずのはどう
447,ウェーニバル,アクアカッター
448,ウェーニバル,エアスラッシュ
449,ウェーニバル,きあいだめ
450,ウェーニバル,メガトンキック
451,ウェーニバル,アクロバット
452,ウェーニバル,アクアブレイク
453,ウェーニバル,フェザーダンス
454,ウェーニバル,インファイト
455,ウェーニバル,ウェーブタックル
456,ウェーニバル,つるぎのまい
457,ウェーニバル,とっしん
458,ウェーニバル,ハイドロポンプ
459,ウェーニバル,なみのり
460,ウェーニバル,はかいこうせん
461,ウェーニバル,けたぐり
462,ウェーニバル,こうそくいどう
463,ウェーニバル,スピードスター
464,ウェーニバル,ねむる
465,ウェーニバル,みがわり
466,ウェーニバル,きしかいせい
467,ウェーニバル,まもる
468,ウェーニバル,こごえるかぜ
469,ウェーニバル,こらえる
470,ウェーニバル,ねごと
471,ウェーニバル,バトンタッチ
472,ウェーニバル,アンコール
473,ウェーニバル,あまごい
474,ウェーニバル,からげんき
475,ウェーニバル,ちょうはつ
476,ウェーニバル,てだすけ
477,ウェーニバル,かわらわり
478,ウェーニバル,ハイドロカノン
479,ウェーニバル,エアカッター
480,ウェーニバル,つばめがえし
481,ウェーニバル,ビルドアップ
482,ウェーニバル,みずのはどう
483,ウェーニバル,とんぼがえり
484,ウェーニバル,インファイト
485,ウェーニバル,なげつける
486,ウェーニバル,エアスラッシュ
487,ウェーニバル,ブレイブバード
488,ウェーニバル,ギガインパクト
489,ウェーニバル,ローキック
490,ウェーニバル,アクロバット
491,ウェーニバル,みずのちかい
492,ウェーニバル,ぼうふう
493,ウェーニバル,チャームボイス
494,ウェーニバル,ミストフィールド
495,ウェーニバル,アクアブレイク
496,ウェーニバル,テラバースト
497,ウェーニバル,アイススピナー
498,ウェーニバル,ひやみず
499,ウェーニバル,みきり
500,ウェーニバル,こうそくスピン
501,ウェーニバル,はねやすめ
502,ウェーニバル,とっておき
503,ウェーニバル,カウンター
504,グルトン,たいあたり
505,グルトン,しっぽをふる
506,グルトン,チャームボイス
507,グルトン,エコーボイス
508,グルトン,マッドショット
509,グルトン,ほしがる
510,グルトン,あなをほる
511,グルトン,ずつき
512,グルトン,あくび
513,グルトン,とっしん
514,グルトン,ふるいたてる
515,グルトン,さわぐ
516,グルトン,すてみタックル
517,グルトン,のしかかり
518,グルトン,とっしん
519,グルトン,あなをほる
520,グルトン,ねむる
521,グルトン,みがわり
522,グルトン,どろぼう
523,グルトン,まもる
524,グルトン,どろかけ
525,グルトン,こらえる
526,グルトン,ねごと
527,グルトン,あまごい
528,グルトン,にほんばれ
529,グルトン,からげんき
530,グルトン,てだすけ
531,グルトン,ハイパーボイス
532,グルトン,タネマシンガン
533,グルトン,マッドショット
534,グルトン,タネばくだん
535,グルトン,しねんのずつき
536,グルトン,アイアンヘッド
537,グルトン,じならし
538,グルトン,チャームボイス
539,グルトン,じゃれつく
540,グルトン,テラバースト
541,グルトン,くさわけ
542,グルトン,ひやみず
543,グルトン,たくわえる
544,グルトン,はきだす
545,グルトン,のみこむ
546,グルトン,がむしゃら
547,グルトン,ほおばる
548,パフュートン,たいあたり
549,パフュートン,しっぽをふる
550,パフュートン,チャームボイス
551,パフュートン,エコーボイス
552,パフュートン,マッドショット
553,パフュートン,ほしがる
554,パフュートン,あなをほる
555,パフュートン,ずつき
556,パフュートン,とっしん
557,パフュートン,あくび
558,パフュートン,ふるいたてる
559,パフュートン,さわぐ
560,パフュートン,すてみタックル
561,パフュートン,だいちのちから
562,パフュートン,ゲップ
563,パフュートン,のしかかり
564,パフュートン,とっしん
565,パフュートン,はかいこうせん
566,パフュートン,あなをほる
567,パフュートン,ねむる
568,パフュートン,みがわり
569,パフュートン,どろぼう
570,パフュートン,まもる
571,パフュートン,どろかけ
572,パフュートン,こらえる
573,パフュートン,ねごと
574,パフュートン,あまごい
575,パフュートン,にほんばれ
576,パフュートン,からげんき
577,パフュートン,てだすけ
578,パフュートン,ハイパーボイス
579,パフュートン,タネマシンガン
580,パフュートン,マッドショット
581,パフュートン,タネばくだん
582,パフュートン,エナジーボール
583,パフュートン,だいちのちから
584,パフュートン,ギガインパクト
585,パフュートン,しねんのずつき
586,パフュートン,アイアンヘッド
587,パフュートン,じならし
588,パフュートン,チャームボイス
589,パフュートン,じゃれつく
590,パフュートン,じだんだ
591,パフュートン,ボディプレス
592,パフュートン,テラバースト
593,パフュートン,くさわけ
594,パフュートン,ひやみず
595,パフュートン,たくわえる
596,パフュートン,はきだす
597,パフュートン,のみこむ
598,パフュートン,がむしゃら
599,パフュートン,ほおばる
600,タマンチュラ,たいあたり
601,タマンチュラ,いとをはく
602,タマンチュラ,むしのていこう
603,タマンチュラ,ダメおし
604,タマンチュラ,フェイント
605,タマンチュラ,むしくい
606,タマンチュラ,とおせんぼう
607,タマンチュラ,カウンター
608,タマンチュラ,ずつき
609,タマンチュラ,ねばねばネット
610,タマンチュラ,いえき
611,タマンチュラ,ともえなげ
612,タマンチュラ,じごくづき
613,タマンチュラ,はいよるいちげき
614,タマンチュラ,のしかかり
615,タマンチュラ,とっしん
616,タマンチュラ,きゅうけつ
617,タマンチュラ,ねむる
618,タマンチュラ,みがわり
619,タマンチュラ,どろぼう
620,タマンチュラ,まもる
621,タマンチュラ,まきびし
622,タマンチュラ,ギガドレイン
623,タマンチュラ,こらえる
624,タマンチュラ,みねうち
625,タマンチュラ,ねごと
626,タマンチュラ,あまごい
627,タマンチュラ,にほんばれ
628,タマンチュラ,からげんき
629,タマンチュラ,タネマシンガン
630,タマンチュラ,どくびし
631,タマンチュラ,どくづき
632,タマンチュラ,シザークロス
633,タマンチュラ,むしのさざめき
634,タマンチュラ,シャドークロー
635,タマンチュラ,くさむすび
636,タマンチュラ,むしのていこう
637,タマンチュラ,テラバースト
638,タマンチュラ,とびつく
639,タマンチュラ,くさわけ
640,タマンチュラ,おきみやげ
641,タマンチュラ,ふいうち
642,タマンチュラ,であいがしら
643,タマンチュラ,とびかかる
644,ワナイダー,スレッドトラップ
645,ワナイダー,たいあたり
646,ワナイダー,いとをはく
647,ワナイダー,むしのていこう
648,ワナイダー,ダメおし
649,ワナイダー,フェイント
650,ワナイダー,むしくい
651,ワナイダー,とおせんぼう
652,ワナイダー,カウンター
653,ワナイダー,ずつき
654,ワナイダー,ねばねばネット
655,ワナイダー,いえき
656,ワナイダー,ともえなげ
657,ワナイダー,じごくづき
658,ワナイダー,はいよるいちげき
659,ワナイダー,のしかかり
660,ワナイダー,とっしん
661,ワナイダー,けたぐり
662,ワナイダー,きゅうけつ
663,ワナイダー,ねむる
664,ワナイダー,みがわり
665,ワナイダー,どろぼう
666,ワナイダー,きしかいせい
667,ワナイダー,まもる
668,ワナイダー,こわいかお
669,ワナイダー,まきびし
670,ワナイダー,ギガドレイン
671,ワナイダー,こらえる
672,ワナイダー,みねうち
673,ワナイダー,ねごと
674,ワナイダー,あまごい
675,ワナイダー,にほんばれ
676,ワナイダー,からげんき
677,ワナイダー,ちょうはつ
678,ワナイダー,かわらわり
679,ワナイダー,がんせきふうじ
680,ワナイダー,タネマシンガン
681,ワナイダー,つばめがえし
682,ワナイダー,とんぼがえり
683,ワナイダー,なげつける
684,ワナイダー,どくびし
685,ワナイダー,どくづき
686,ワナイダー,シザークロス
687,ワナイダー,むしのさざめき
688,ワナイダー,ギガインパクト
689,ワナイダー,シャドークロー
690,ワナイダー,くさむすび
691,ワナイダー,むしのていこう
692,ワナイダー,テラバースト
693,ワナイダー,とびつく
694,ワナイダー,くさわけ
695,ワナイダー,おきみやげ
696,ワナイダー,ふいうち
697,ワナイダー,であいがしら
698,ワナイダー,とびかかる
699,マメバッタ,たいあたり
700,マメバッタ,にらみつける
701,マメバッタ,むしのていこう
702,マメバッタ,おどろかす
703,マメバッタ,ダメおし
704,マメバッタ,にどげり
705,マメバッタ,いやなおと
706,マメバッタ,こらえる
707,マメバッタ,むしくい
708,マメバッタ,フェイント
709,マメバッタ,こうそくいどう
710,マメバッタ,ふいうち
711,マメバッタ,であいがしら
712,マメバッタ,とっしん
713,マメバッタ,こうそくいどう
714,マメバッタ,きゅうけつ
715,マメバッタ,ねむる
716,マメバッタ,みがわり
717,マメバッタ,どろぼう
718,マメバッタ,まもる
719,マメバッタ,こらえる
720,マメバッタ,ねごと
721,マメバッタ,あまごい
722,マメバッタ,にほんばれ
723,マメバッタ,からげんき
724,マメバッタ,とんぼがえり
725,マメバッタ,シザークロス
726,マメバッタ,むしのさざめき
727,マメバッタ,むしのていこう
728,マメバッタ,テラバースト
729,マメバッタ,とびつく
730,マメバッタ,くさわけ
731,マメバッタ,カウンター
732,マメバッタ,はいよるいちげき
733,エクスレッグ,とびかかる
734,エクスレッグ,たいあたり
735,エクスレッグ,にらみつける
736,エクスレッグ,けたぐり
737,エクスレッグ,みきり
738,エクスレッグ,むしのていこう
739,エクスレッグ,おどろかす
740,エクスレッグ,ダメおし
741,エクスレッグ,にどげり
742,エクスレッグ,いやなおと
743,エクスレッグ,こらえる
744,エクスレッグ,むしくい
745,エクスレッグ,フェイント
746,エクスレッグ,こうそくいどう
747,エクスレッグ,じごくづき
748,エクスレッグ,ふいうち
749,エクスレッグ,であいがしら
750,エクスレッグ,とびはねる
751,エクスレッグ,かかとおとし
752,エクスレッグ,つるぎのまい
753,エクスレッグ,とっしん
754,エクスレッグ,けたぐり
755,エクスレッグ,こうそくいどう
756,エクスレッグ,きゅうけつ
757,エクスレッグ,ねむる
758,エクスレッグ,みがわり
759,エクスレッグ,どろぼう
760,エクスレッグ,きしかいせい
761,エクスレッグ,まもる
762,エクスレッグ,こわいかお
763,エクスレッグ,こらえる
764,エクスレッグ,ねごと
765,エクスレッグ,あまごい
766,エクスレッグ,にほんばれ
767,エクスレッグ,からげんき
768,エクスレッグ,ちょうはつ
769,エクスレッグ,かわらわり
770,エクスレッグ,つばめがえし
771,エクスレッグ,とんぼがえり
772,エクスレッグ,なげつける
773,エクスレッグ,あくのはどう
774,エクスレッグ,シザークロス
775,エクスレッグ,むしのさざめき
776,エクスレッグ,ギガインパクト
777,エクスレッグ,ローキック
778,エクスレッグ,むしのていこう
779,エクスレッグ,テラバースト
780,エクスレッグ,とびつく
781,エクスレッグ,くさわけ
782,エクスレッグ,カウンター
783,エクスレッグ,はいよるいちげき
784,ハネッコ,はねる
785,ハネッコ,たいあたり
786,ハネッコ,しっぽをふる
787,ハネッコ,すいとる
788,ハネッコ,ようせいのかぜ
789,ハネッコ,どくのこな
790,ハネッコ,しびれごな
791,ハネッコ,ねむりごな
792,ハネッコ,タネマシンガン
793,ハネッコ,こうごうせい
794,ハネッコ,やどりぎのタネ
795,ハネッコ,メガドレイン
796,ハネッコ,アクロバット
797,ハネッコ,わたほうし
798,ハネッコ,とんぼがえり
799,ハネッコ,ギガドレイン
800,ハネッコ,とびはねる
801,ハネッコ,おきみやげ
802,ハネッコ,つるぎのまい
803,ハネッコ,とっしん
804,ハネッコ,ソーラービーム
805,ハネッコ,ひかりのかべ
806,ハネッコ,リフレクター
807,ハネッコ,ねむる
808,ハネッコ,みがわり
809,ハネッコ,どろぼう
810,ハネッコ,まもる
811,ハネッコ,ギガドレイン
812,ハネッコ,こらえる
813,ハネッコ,あまえる
814,ハネッコ,ねごと
815,ハネッコ,バトンタッチ
816,ハネッコ,アンコール
817,ハネッコ,あまごい
818,ハネッコ,にほんばれ
819,ハネッコ,からげんき
820,ハネッコ,てだすけ
821,ハネッコ,タネマシンガン
822,ハネッコ,つばめがえし
823,ハネッコ,マジカルリーフ
824,ハネッコ,おいかぜ
825,ハネッコ,とんぼがえり
826,ハネッコ,なげつける
827,ハネッコ,タネばくだん
828,ハネッコ,エナジーボール
829,ハネッコ,リーフストーム
830,ハネッコ,くさむすび
831,ハネッコ,アクロバット
832,ハネッコ,グラスフィールド
833,ハネッコ,マジカルシャイン
834,ハネッコ,かふんだんご
835,ハネッコ,テラバースト
836,ハネッコ,くさわけ
837,ハネッコ,アンコール
838,ハネッコ,なやみのタネ
839,ハネッコ,タネばくだん
840,ハネッコ,すりかえ
841,ハネッコ,いかりのこな
842,ハネッコ,コットンガード
843,ハネッコ,グラスフィールド
844,ハネッコ,ちからをすいとる
845,ポポッコ,はねる
846,ポポッコ,しっぽをふる
847,ポポッコ,すいとる
848,ポポッコ,こうごうせい
849,ポポッコ,たいあたり
850,ポポッコ,ようせいのかぜ
851,ポポッコ,どくのこな
852,ポポッコ,しびれごな
853,ポポッコ,ねむりごな
854,ポポッコ,タネマシンガン
855,ポポッコ,やどりぎのタネ
856,ポポッコ,メガドレイン
857,ポポッコ,アクロバット
858,ポポッコ,わたほうし
859,ポポッコ,とんぼがえり
860,ポポッコ,ギガドレイン
861,ポポッコ,とびはねる
862,ポポッコ,おきみやげ
863,ポポッコ,つるぎのまい
864,ポポッコ,とっしん
865,ポポッコ,ソーラービーム
866,ポポッコ,ひかりのかべ
867,ポポッコ,リフレクター
868,ポポッコ,ねむる
869,ポポッコ,みがわり
870,ポポッコ,どろぼう
871,ポポッコ,まもる
872,ポポッコ,ギガドレイン
873,ポポッコ,こらえる
874,ポポッコ,あまえる
875,ポポッコ,ねごと
876,ポポッコ,バトンタッチ
877,ポポッコ,アンコール
878,ポポッコ,にほんばれ
879,ポポッコ,からげんき
880,ポポッコ,てだすけ
881,ポポッコ,タネマシンガン
882,ポポッコ,つばめがえし
883,ポポッコ,マジカルリーフ
884,ポポッコ,おいかぜ
885,ポポッコ,とんぼがえり
886,ポポッコ,なげつける
887,ポポッコ,タネばくだん
888,ポポッコ,エナジーボール
889,ポポッコ,リーフストーム
890,ポポッコ,くさむすび
891,ポポッコ,アクロバット
892,ポポッコ,グラスフィールド
893,ポポッコ,マジカルシャイン
894,ポポッコ,かふんだんご
895,ポポッコ,テラバースト
